Methane_ppm,CO2_ppm,NH3_ppm,H2S_ppm,Temperature_C,Humidity_percent,Garbage_Present,Risk_Level
45.23,486.41,20.67,0.18,26.98,59.76,No,Medium
32.61,430.61,10.04,0.0,38.31,72.1,No,Low
42.87,376.89,15.47,4.35,36.15,28.45,No,Medium
4.48,280.81,9.44,11.55,13.52,40.9,No,Low
48.17,594.35,16.49,2.72,35.78,54.97,No,Medium
19.41,324.03,30.4,3.1,29.63,60.36,Yes,Medium
12.95,466.36,24.68,12.76,26.46,59.12,No,Medium
9.55,505.96,20.21,10.31,24.96,73.34,No,Medium
62.25,344.47,10.07,9.89,25.25,67.16,Yes,Medium
27.41,503.8,22.5,11.91,26.6,70.45,No,Medium
70.67,476.42,0.0,5.87,24.36,39.15,Yes,High
29.28,572.8,12.48,6.11,23.23,62.17,No,Low
5.85,353.07,20.84,12.05,24.8,55.39,No,Medium
17.67,271.41,22.4,1.28,31.62,81.93,No,Medium
64.72,349.45,21.7,0.0,30.25,62.62,Yes,Medium
36.88,420.89,17.95,5.83,32.78,49.96,No,Low
29.03,405.82,13.04,12.65,29.67,72.79,No,Low
43.2,360.66,20.38,9.28,23.47,68.45,No,Medium
50.04,250.0,5.47,12.29,32.47,47.68,Yes,Medium
62.35,447.05,6.55,0.0,24.98,54.77,Yes,Medium
68.97,597.23,15.62,9.58,33.23,55.03,Yes,Medium
32.8,446.43,16.73,11.27,24.17,78.41,No,Low
13.48,460.91,0.0,1.25,26.56,63.05,No,Low
31.73,457.24,19.55,12.31,28.19,70.9,No,Low
45.21,439.7,22.73,7.44,33.37,52.6,No,Medium
20.72,493.17,14.23,23.36,30.88,65.02,No,High
20.86,439.54,38.74,0.0,30.1,79.55,Yes,High
46.88,368.73,8.17,14.85,39.43,54.58,No,Medium
39.03,320.4,11.39,6.03,20.82,61.73,No,Low
40.66,375.1,11.05,0.0,24.81,39.55,No,Medium
24.83,431.41,14.24,5.37,24.59,48.52,No,Low
35.39,368.39,11.71,9.39,21.15,54.98,No,Low
21.52,431.43,0.93,13.19,26.4,44.09,No,Low
57.8,443.92,9.53,16.61,33.44,79.83,Yes,High
60.7,483.32,14.02,15.11,27.04,47.43,Yes,High
3.08,528.28,27.29,3.17,28.33,71.8,Yes,Medium
21.41,407.8,37.02,13.65,21.39,62.8,Yes,High
10.07,269.22,28.35,9.96,26.02,60.46,Yes,Medium
27.0,365.49,7.25,4.73,27.69,82.29,No,Low
38.33,404.41,8.04,6.94,33.21,26.09,No,Low
11.01,250.0,13.41,4.45,21.63,57.06,No,Low
21.56,538.87,32.85,8.19,27.72,43.79,Yes,Medium
19.92,414.24,13.35,4.35,35.43,30.58,No,Low
44.15,438.14,1.72,2.86,27.77,42.08,No,Medium
41.39,536.55,9.99,10.4,19.42,60.26,No,Medium
25.57,336.99,22.57,11.14,36.4,49.12,No,Medium
43.54,457.4,21.9,7.06,33.67,73.45,No,Medium
29.07,389.01,13.0,14.84,34.35,56.79,No,Low
34.57,381.59,21.83,6.7,21.28,55.13,No,Medium
73.47,322.78,0.0,6.49,37.56,55.2,Yes,High
66.81,566.56,16.04,11.3,26.13,58.52,Yes,Medium
14.01,362.45,23.61,7.34,27.45,53.72,No,Medium
56.59,469.95,6.67,8.42,26.49,47.23,Yes,Medium
56.23,250.0,6.64,0.0,34.73,74.84,Yes,Medium
17.03,518.0,0.0,8.08,29.1,50.64,No,Low
56.38,505.22,30.9,0.0,32.41,54.25,Yes,Medium
70.76,409.74,7.8,1.9,30.38,66.44,Yes,High
17.55,377.31,17.41,1.32,29.52,64.78,No,Low
21.65,440.0,21.04,2.79,25.27,46.6,No,Medium
60.35,628.88,30.12,5.26,39.06,71.32,Yes,Medium
45.43,250.0,13.46,5.57,22.68,68.07,No,Medium
51.03,478.2,9.61,11.32,32.06,62.67,Yes,Medium
46.81,308.84,16.73,9.11,31.88,53.53,No,Medium
47.81,398.01,27.84,0.0,35.77,53.9,Yes,Medium
13.47,375.21,13.3,8.42,36.94,56.97,No,Low
60.95,357.17,5.45,9.59,29.31,41.52,Yes,Medium
63.39,398.95,0.0,6.36,32.65,59.41,Yes,Medium
35.41,286.58,2.79,7.7,38.82,73.38,No,Low
39.13,502.92,23.64,8.95,29.67,73.15,No,Medium
9.38,250.0,11.79,11.82,24.67,54.29,No,Low
50.29,453.98,8.92,0.13,28.08,75.96,Yes,Medium
51.44,367.35,7.84,6.78,23.48,88.59,Yes,Medium
38.76,282.91,15.85,15.54,31.86,55.26,No,High
62.49,420.24,12.61,15.08,35.32,70.37,Yes,High
33.32,250.0,12.27,12.25,29.39,26.06,No,Low
51.29,403.97,28.49,10.68,21.9,41.13,Yes,Medium
19.61,257.71,30.38,16.27,35.11,61.37,Yes,High
39.53,446.13,0.0,17.59,21.12,44.9,No,High
36.51,307.56,18.28,7.35,22.27,90.59,No,Low
44.51,354.9,7.23,3.15,29.11,68.97,No,Medium
32.61,429.39,12.52,6.65,31.26,74.49,No,Low
37.37,322.75,18.09,23.48,32.11,59.56,No,High
56.52,394.2,12.87,0.15,29.67,44.95,Yes,Medium
31.26,250.0,17.3,5.65,38.8,52.22,No,Low
7.87,463.09,21.73,0.94,30.33,63.82,No,Medium
74.99,576.49,17.95,8.62,35.17,50.43,Yes,High
67.63,679.22,8.53,1.99,33.93,70.07,Yes,Medium
14.15,409.12,8.71,7.46,23.54,70.67,No,Low
53.79,478.82,0.6,0.0,29.15,60.07,Yes,Medium
29.94,250.0,6.46,11.09,40.62,32.62,No,Low
45.27,550.27,34.62,14.11,27.48,85.72,Yes,Medium
45.88,477.62,7.08,6.08,26.63,56.81,No,Medium
35.31,351.61,3.07,7.32,30.85,100.0,No,Low
24.32,523.72,18.2,7.18,27.66,69.79,No,Low
26.19,374.55,13.9,8.9,26.03,56.85,No,Low
21.68,354.2,13.04,7.81,27.58,66.72,No,Low
23.36,447.53,29.09,11.84,37.16,29.71,Yes,Medium
38.66,293.66,20.49,14.17,29.32,75.39,No,Medium
25.68,502.16,9.7,3.93,23.36,98.5,No,Low
53.64,294.4,10.76,6.45,22.44,28.66,Yes,Medium
69.74,294.99,9.97,12.51,41.03,55.69,Yes,Medium
28.4,309.03,23.75,0.89,28.88,58.42,No,Medium
44.79,475.95,11.92,0.0,32.17,73.13,No,Medium
49.99,338.32,0.0,9.13,26.14,91.59,No,Medium
49.44,265.2,14.52,10.48,31.6,65.74,No,Medium
41.52,339.43,0.0,4.39,37.3,92.13,No,Medium
54.85,396.8,36.84,5.11,26.74,62.56,Yes,High
49.64,281.9,5.34,4.2,32.29,66.77,No,Medium
15.25,284.83,13.38,3.67,22.97,64.92,No,Low
57.38,611.13,17.58,11.47,40.11,78.3,Yes,Medium
57.75,313.94,12.11,2.1,31.34,53.67,Yes,Medium
24.73,367.7,12.1,6.67,27.94,72.27,No,Low
40.76,363.28,19.22,3.47,28.51,41.54,No,Medium
53.67,357.86,30.26,0.72,27.45,55.73,Yes,Medium
35.81,462.13,22.68,12.35,27.71,50.45,No,Medium
61.46,494.81,29.79,5.4,17.76,61.32,Yes,Medium
87.28,369.4,4.53,8.94,29.51,55.26,Yes,High
24.28,276.35,18.17,0.46,29.3,76.98,No,Low
12.38,527.44,16.55,4.29,32.44,46.82,No,Low
46.08,390.47,18.51,11.78,27.38,34.03,No,Medium
54.43,573.03,28.76,20.94,26.14,39.64,Yes,High
35.38,250.0,12.79,0.0,29.96,74.91,No,Low
69.07,419.54,10.94,6.99,21.94,45.46,Yes,Medium
13.23,591.86,20.34,10.06,30.72,65.97,No,Medium
53.86,364.67,0.0,4.92,20.69,55.58,Yes,Medium
27.88,377.45,12.63,12.25,35.6,72.36,No,Low
74.39,429.55,13.66,3.67,33.42,56.54,Yes,High
79.85,344.12,5.8,8.77,25.37,100.0,Yes,High
24.67,368.79,25.57,5.39,33.31,88.47,Yes,Medium
29.01,366.22,4.38,14.1,30.56,55.27,No,Low
57.19,337.26,13.64,4.62,24.95,53.22,Yes,Medium
32.26,522.89,17.93,6.24,19.89,100.0,No,Low
39.09,446.11,28.53,12.73,31.58,43.82,Yes,Medium
40.51,425.06,14.89,2.86,26.03,59.17,No,Medium
1.61,480.86,24.36,8.34,35.47,60.34,No,Medium
39.72,373.56,22.01,0.0,30.07,59.96,No,Medium
26.21,322.58,16.23,2.56,26.5,33.92,No,Low
30.14,339.74,4.1,9.91,38.99,67.45,No,Low
68.87,400.18,0.65,3.05,32.88,45.44,Yes,Medium
14.87,294.08,16.07,5.28,11.72,81.54,No,Low
56.26,349.97,9.57,10.47,27.57,38.16,Yes,Medium
34.42,348.39,24.19,5.1,23.08,60.89,No,Medium
34.4,612.46,22.46,12.11,26.0,26.76,No,Medium
55.81,250.0,13.15,9.08,29.28,27.68,Yes,Medium
46.8,382.04,3.42,10.18,31.77,47.41,No,Medium
51.41,572.57,20.11,14.2,31.31,49.53,Yes,Medium
59.36,412.18,4.82,9.6,35.39,81.99,Yes,Medium
33.37,475.34,7.42,15.69,33.18,59.39,No,High
27.76,409.98,5.21,12.56,32.87,79.39,No,Low
18.3,333.27,13.61,5.38,31.01,54.3,No,Low
23.49,250.0,26.7,14.47,36.43,69.09,Yes,Medium
98.98,420.55,14.95,9.32,28.42,49.12,Yes,High
64.89,322.44,10.57,6.03,28.55,48.1,Yes,Medium
12.98,319.97,0.0,9.39,20.47,32.69,No,Low
13.55,350.1,20.52,13.56,35.28,65.04,No,Medium
49.64,574.49,7.2,10.28,29.62,63.93,No,Medium
50.95,640.48,16.18,17.11,44.67,71.66,Yes,High
50.98,421.72,11.46,13.43,27.97,63.22,Yes,Medium
34.9,353.52,23.38,10.62,30.44,90.39,No,Medium
37.49,282.28,13.43,2.87,32.73,62.64,No,Low
46.56,446.85,14.41,7.1,24.49,74.88,No,Medium
41.72,578.29,19.86,8.36,31.79,55.14,No,Medium
0.0,375.27,36.07,11.48,30.17,46.37,Yes,High
35.4,250.0,23.88,11.19,28.48,70.77,No,Medium
22.97,467.0,14.11,8.85,35.86,58.66,No,Low
43.5,498.54,15.03,8.6,25.48,72.48,No,Medium
99.71,250.0,9.75,11.6,31.37,65.29,Yes,High
47.35,417.65,5.5,3.71,37.27,48.1,No,Medium
33.73,445.12,9.47,16.48,26.47,76.12,No,High
58.44,392.69,7.28,0.0,28.52,46.93,Yes,Medium
49.65,320.92,21.53,15.28,41.73,69.38,No,High
48.4,501.59,4.29,7.77,32.37,79.22,No,Medium
52.14,359.66,28.33,13.01,27.47,54.23,Yes,Medium
81.13,251.48,22.52,9.82,34.01,77.34,Yes,High
17.38,250.0,15.21,9.73,27.16,65.96,No,Low
49.47,526.08,15.0,10.77,22.18,72.78,No,Medium
21.47,461.67,9.43,12.05,36.86,47.45,No,Low
51.11,408.8,17.7,6.36,24.48,63.21,Yes,Medium
21.63,355.97,25.88,13.17,42.26,38.88,Yes,Medium
31.65,347.1,7.97,2.58,27.55,85.67,No,Low
34.1,292.43,0.0,7.97,40.67,29.79,No,Low
59.52,356.85,22.03,12.18,23.16,54.68,Yes,Medium
58.37,250.0,18.24,12.98,35.13,46.02,Yes,Medium
15.09,326.39,3.8,10.3,32.5,70.12,No,Low
41.1,368.91,7.67,6.03,34.19,88.86,No,Medium
25.81,460.99,6.41,12.48,34.84,69.82,No,Low
14.83,396.01,7.75,4.65,27.51,100.0,No,Low
35.66,479.49,11.76,16.76,23.46,39.33,No,High
33.83,534.91,12.33,7.58,29.75,40.48,No,Low
88.53,505.82,8.49,0.3,31.12,46.6,Yes,High
48.66,447.05,7.42,2.03,27.64,61.82,No,Medium
12.45,401.19,12.71,8.22,31.39,44.6,No,Low
28.7,301.92,16.68,8.7,31.65,48.73,No,Low
60.43,473.99,11.84,17.85,25.45,69.31,Yes,High
81.77,567.97,26.59,2.81,31.97,41.41,Yes,High
8.28,434.21,20.08,8.2,28.66,43.0,No,Medium
2.4,591.73,0.0,2.7,26.5,54.02,No,Low
77.42,250.0,20.24,5.54,33.94,55.43,Yes,High
47.79,284.58,21.06,16.42,26.12,75.15,No,High
22.63,485.52,10.65,2.32,27.72,46.49,No,Low
50.69,426.43,0.05,10.94,30.36,49.2,Yes,Medium
0.0,531.38,15.08,9.96,36.87,68.73,No,Low
40.07,398.45,14.92,7.88,30.96,72.02,No,Medium
46.56,313.2,3.78,10.6,32.64,81.43,No,Medium
58.49,378.64,0.49,2.2,28.51,67.04,Yes,Medium
19.72,250.0,14.12,16.28,29.61,61.96,No,High
41.71,287.14,12.67,17.62,29.76,68.63,No,High
21.49,497.24,10.83,8.24,31.47,55.99,No,Low
45.11,487.28,14.17,20.12,28.52,55.88,No,High
22.09,436.3,3.97,6.0,36.7,33.39,No,Low
31.84,250.0,10.65,10.0,28.13,73.4,No,Low
20.08,364.16,20.33,15.16,21.46,63.17,No,High
53.02,277.5,11.5,5.7,43.71,71.66,Yes,Medium
57.17,517.65,0.0,1.09,28.36,20.0,Yes,Medium
35.31,341.63,10.27,0.0,36.57,59.29,No,Low
40.76,291.43,4.3,18.3,37.02,47.16,No,High
11.03,402.98,17.67,5.35,34.73,82.52,No,Low
34.01,335.98,18.19,7.07,29.01,69.21,No,Low
39.0,548.37,0.0,2.44,31.43,63.51,No,Low
92.42,326.52,22.59,12.74,23.63,53.52,Yes,High
17.76,260.08,3.88,4.09,39.95,65.96,No,Low
69.28,250.0,30.59,5.54,25.74,46.08,Yes,Medium
59.94,396.92,14.51,9.5,28.73,58.5,Yes,Medium
45.61,343.81,2.54,2.68,30.49,51.32,No,Medium
75.17,257.11,3.58,7.11,29.46,94.0,Yes,High
47.44,518.92,18.48,15.01,26.72,82.05,No,High
47.78,466.72,11.09,10.14,36.97,75.95,No,Medium
38.94,397.18,14.03,8.65,34.75,37.65,No,Low
64.47,536.43,31.13,9.07,31.61,72.96,Yes,Medium
61.93,466.25,8.01,6.05,28.0,62.82,Yes,Medium
27.49,317.71,15.6,17.98,35.32,78.35,No,High
13.62,296.08,29.2,3.94,27.68,64.84,Yes,Medium
35.94,481.8,17.71,9.05,37.85,59.9,No,Low
24.0,439.64,0.0,8.58,30.56,63.51,No,Low
38.73,416.97,20.05,13.04,36.15,32.92,No,Medium
64.75,315.35,3.37,13.52,29.43,48.49,Yes,Medium
30.85,460.79,29.07,7.84,30.36,65.6,Yes,Medium
39.14,324.45,6.77,9.45,36.13,77.09,No,Low
41.16,389.8,44.7,9.64,40.97,51.74,Yes,High
56.97,544.69,29.67,0.0,37.8,59.39,Yes,Medium
0.0,333.92,7.03,0.06,34.39,35.99,No,Low
27.87,250.0,15.2,4.97,32.95,81.89,No,Low
44.23,294.75,22.54,5.19,27.47,76.71,No,Medium
64.0,499.43,22.84,2.0,31.48,69.78,Yes,Medium
30.16,425.47,19.42,11.75,25.43,66.1,No,Low
2.47,387.11,27.52,8.01,31.88,83.29,Yes,Medium
52.39,349.09,13.77,6.93,32.2,47.92,Yes,Medium
27.29,448.54,11.33,1.72,20.2,46.3,No,Low
16.21,315.09,11.53,7.78,30.19,75.92,No,Low
27.51,430.57,23.58,0.0,32.07,74.91,No,Medium
36.31,326.87,18.65,7.19,29.58,42.1,No,Low
27.91,310.23,17.91,8.32,31.79,52.03,No,Low
0.0,336.25,22.95,9.21,23.29,85.34,No,Medium
57.94,362.46,0.0,0.18,26.12,66.18,Yes,Medium
65.5,395.12,18.1,9.12,35.17,71.81,Yes,Medium
53.03,423.55,17.19,2.79,30.0,42.61,Yes,Medium
17.25,250.0,31.69,3.94,31.7,69.85,Yes,Medium
35.97,319.23,0.0,11.59,27.27,38.71,No,Low
39.87,360.84,30.57,18.07,30.1,30.3,Yes,High
51.98,550.51,15.75,8.26,18.49,70.9,Yes,Medium
53.37,292.0,19.89,3.91,34.23,81.52,Yes,Medium
25.32,416.28,31.76,8.94,39.04,56.19,Yes,Medium
41.64,549.5,20.61,12.7,24.67,51.8,No,Medium
49.15,268.7,19.0,11.1,25.3,85.66,No,Medium
69.12,439.4,17.42,21.72,32.2,57.08,Yes,High
54.09,319.77,10.17,4.42,37.37,59.01,Yes,Medium
55.78,349.54,14.72,9.26,29.99,85.41,Yes,Medium
41.68,319.69,7.84,15.74,23.85,54.7,No,High
68.21,326.81,14.55,15.43,28.96,50.19,Yes,High
48.2,672.19,0.0,0.0,24.85,72.23,No,Medium
22.78,484.45,19.29,7.98,26.66,49.32,No,Low
68.07,510.17,13.78,15.42,28.48,57.83,Yes,High
53.96,449.2,11.64,22.45,25.35,40.21,Yes,High
31.14,250.0,17.2,11.52,26.11,62.78,No,Low
30.41,439.5,0.66,6.16,30.37,61.02,No,Low
45.93,507.29,34.29,2.95,31.08,74.52,Yes,Medium
49.26,314.66,13.97,19.09,22.88,72.86,No,High
43.95,496.53,13.54,11.64,31.98,68.27,No,Medium
46.23,470.43,5.35,3.76,28.09,65.91,No,Medium
74.0,585.2,15.24,6.98,33.6,58.9,Yes,High
61.43,358.22,28.87,9.55,33.9,69.14,Yes,Medium
43.81,290.24,25.36,10.72,27.28,43.32,Yes,Medium
58.83,363.84,23.54,3.5,33.07,24.77,Yes,Medium
19.35,543.56,20.46,4.93,25.82,77.43,No,Medium
47.96,250.0,11.41,0.0,36.62,70.11,No,Medium
76.19,250.0,0.5,13.2,26.0,58.1,Yes,High
35.64,408.94,12.99,6.29,31.76,76.12,No,Low
23.05,355.74,12.64,10.33,29.06,49.03,No,Low
26.96,400.77,25.49,15.11,24.92,49.42,Yes,High
18.21,494.53,18.09,9.1,34.5,47.34,No,Low
24.3,344.74,31.12,7.44,26.93,68.51,Yes,Medium
32.59,250.0,26.97,8.97,21.5,36.26,Yes,Medium
11.89,604.45,10.44,8.32,15.59,48.5,No,Low
40.31,300.28,0.0,14.23,25.62,64.35,No,Medium
58.05,294.1,28.86,9.55,36.88,41.94,Yes,Medium
21.84,510.37,28.59,5.28,36.29,50.1,Yes,Medium
70.39,361.55,1.34,13.24,26.41,26.83,Yes,High
50.22,393.66,30.09,14.15,28.13,69.09,Yes,Medium
60.61,448.28,18.82,1.31,27.68,49.68,Yes,Medium
26.84,508.36,16.61,15.66,23.33,43.51,No,High
57.09,366.65,31.15,9.82,25.26,40.57,Yes,Medium
18.16,552.0,28.45,9.42,34.91,53.73,Yes,Medium
57.8,250.0,21.51,13.03,32.52,36.3,Yes,Medium
43.44,475.98,19.73,5.17,31.37,89.14,No,Medium
51.07,316.05,21.16,12.77,23.32,24.23,Yes,Medium
16.49,537.23,11.0,6.12,30.5,53.24,No,Low
22.1,414.2,14.45,0.63,18.48,61.6,No,Low
51.94,332.71,5.98,3.01,34.21,48.37,Yes,Medium
21.03,466.28,11.67,10.84,31.29,63.18,No,Low
49.26,489.32,11.33,3.27,23.27,48.01,No,Medium
12.66,464.19,8.65,16.05,38.08,82.95,No,High
56.96,297.03,16.37,13.95,21.02,43.22,Yes,Medium
15.35,351.6,11.76,14.67,32.65,24.73,No,Low
51.05,399.59,20.02,8.62,32.78,40.52,Yes,Medium
52.51,395.87,0.0,9.29,23.8,65.8,Yes,Medium
26.06,474.97,13.87,2.03,29.81,58.23,No,Low
51.64,250.0,16.32,12.98,21.82,71.28,Yes,Medium
45.21,433.43,11.89,9.9,15.77,67.53,No,Medium
29.22,371.0,13.28,10.84,24.66,50.46,No,Low
19.83,316.15,0.0,16.44,26.92,52.66,No,High
0.75,325.75,18.56,4.97,33.22,54.22,No,Low
46.99,378.55,21.48,7.37,30.34,88.27,No,Medium
8.7,250.0,19.94,9.63,30.47,70.36,No,Low
41.91,329.87,25.39,3.32,24.93,88.38,Yes,Medium
34.73,312.42,17.02,7.06,27.35,72.61,No,Low
53.58,453.28,19.79,10.46,25.35,59.05,Yes,Medium
33.96,319.45,16.56,6.37,23.88,44.71,No,Low
33.41,378.49,21.88,14.54,27.03,63.02,No,Medium
54.64,554.23,0.0,0.45,30.37,59.09,Yes,Medium
46.7,499.44,6.06,13.61,27.14,58.6,No,Medium
46.32,490.23,30.87,11.31,28.38,56.86,Yes,Medium
49.39,350.01,0.0,5.16,33.47,29.21,No,Medium
9.29,454.3,13.6,3.38,27.5,78.91,No,Low
55.14,376.61,26.72,0.0,23.33,59.24,Yes,Medium
52.25,380.39,14.07,4.02,32.82,38.79,Yes,Medium
19.67,440.97,10.95,13.24,31.33,67.23,No,Low
35.12,340.3,16.29,7.72,31.64,47.16,No,Low
39.21,549.3,11.47,13.81,33.13,68.43,No,Low
37.31,383.99,15.31,4.9,32.28,73.22,No,Low
46.68,461.84,8.17,11.54,30.14,75.29,No,Medium
68.63,545.56,26.09,4.41,41.96,57.59,Yes,Medium
61.64,503.17,29.23,3.17,23.58,53.79,Yes,Medium
13.76,259.11,13.67,7.46,27.07,50.62,No,Low
52.44,444.49,1.14,4.68,34.84,49.16,Yes,Medium
66.58,485.07,9.76,0.29,30.71,59.74,Yes,Medium
47.74,489.19,13.16,7.09,33.79,56.86,No,Medium
61.82,288.67,20.06,8.53,30.85,47.62,Yes,Medium
80.25,334.3,4.92,14.34,36.87,42.84,Yes,High
60.47,499.46,7.31,12.68,24.96,58.37,Yes,Medium
44.99,323.82,20.11,14.1,36.71,53.49,No,Medium
60.9,370.03,24.39,11.6,35.85,42.88,Yes,Medium
42.9,557.59,8.78,9.66,23.95,72.46,No,Medium
40.48,395.22,1.67,1.86,33.15,86.58,No,Medium
32.97,327.32,47.84,8.75,29.78,74.44,Yes,High
71.27,312.24,22.83,10.98,26.97,49.2,Yes,High
23.63,433.27,12.33,15.29,20.56,59.25,No,High
70.65,266.69,23.69,11.43,24.95,83.11,Yes,High
50.0,375.27,13.76,14.2,33.54,42.39,No,Medium
12.01,433.32,23.67,2.84,34.07,71.74,No,Medium
47.35,529.91,16.59,6.37,28.95,38.28,No,Medium
0.0,466.75,15.91,10.15,34.08,85.26,No,Low
52.51,328.59,13.86,13.8,34.73,53.55,Yes,Medium
57.7,517.84,0.53,7.27,30.77,93.44,Yes,Medium
28.15,370.05,34.38,7.59,26.39,85.92,Yes,Medium
42.47,276.43,5.58,11.44,32.21,58.4,No,Medium
79.08,382.8,1.4,2.37,32.43,49.21,Yes,High
29.89,543.82,12.87,16.04,33.37,62.92,No,High
18.82,416.52,5.39,3.6,34.33,57.3,No,Low
69.63,401.25,14.48,0.0,23.19,53.98,Yes,Medium
79.25,563.72,21.88,8.05,27.45,35.13,Yes,High
40.07,256.86,24.95,16.49,20.51,52.28,No,High
60.23,271.44,23.15,10.93,33.73,43.34,Yes,Medium
66.83,250.0,11.94,11.76,28.94,68.27,Yes,Medium
25.15,437.26,15.5,8.21,32.15,74.87,No,Low
30.29,416.65,19.08,7.24,22.62,71.11,No,Low
64.62,554.27,0.0,0.28,37.0,65.14,Yes,Medium
73.7,424.35,20.71,0.0,24.03,47.21,Yes,High
51.26,359.58,0.43,8.98,33.87,63.08,Yes,Medium
22.4,400.18,35.4,14.56,30.59,71.89,Yes,High
79.74,411.77,10.95,9.72,29.05,51.21,Yes,High
29.38,250.0,13.15,11.12,28.65,61.78,No,Low
33.3,671.03,7.3,15.92,26.81,57.82,No,High
46.85,451.99,8.7,9.64,36.48,84.94,No,Medium
71.08,421.0,37.74,7.39,30.06,72.77,Yes,High
57.08,461.52,24.4,3.91,23.65,69.14,Yes,Medium
48.3,470.94,0.0,18.11,28.08,34.25,No,High
49.27,385.94,30.04,10.63,30.64,62.59,Yes,Medium
40.87,336.88,26.93,3.28,34.49,57.67,Yes,Medium
51.16,459.95,12.19,2.14,26.98,57.55,Yes,Medium
0.0,438.57,18.07,14.27,27.31,36.55,No,Low
34.07,319.01,14.85,2.81,30.12,43.68,No,Low
44.83,541.9,34.73,17.27,34.37,58.98,Yes,High
16.98,429.34,7.04,0.0,23.16,76.72,No,Low
47.73,472.98,16.46,15.11,32.53,51.14,No,High
35.91,539.19,10.72,10.43,27.68,54.0,No,Low
75.11,402.19,0.67,8.59,28.38,86.72,Yes,High
71.46,431.7,36.92,7.12,40.01,55.55,Yes,High
30.68,481.0,3.18,17.45,29.02,58.07,No,High
36.98,327.51,17.2,11.54,33.77,58.27,No,Low
38.52,405.41,0.0,3.48,33.59,39.82,No,Low
30.97,412.55,11.01,0.0,24.1,68.58,No,Low
43.9,304.39,19.22,8.89,20.77,50.21,No,Medium
24.83,631.76,6.75,7.99,34.1,59.55,No,Low
17.39,259.27,20.87,0.4,24.58,66.67,No,Medium
52.45,270.19,12.31,7.72,21.68,89.14,Yes,Medium
52.59,531.42,26.6,5.13,35.13,40.23,Yes,Medium
23.91,471.33,28.62,8.05,24.9,72.97,Yes,Medium
57.91,297.4,9.13,11.63,26.14,73.03,Yes,Medium
27.37,460.73,15.77,15.46,39.87,50.43,No,High
45.06,546.79,16.83,12.54,21.7,68.99,No,Medium
56.41,396.97,21.19,4.39,23.72,84.65,Yes,Medium
39.33,659.88,15.14,9.84,27.7,48.53,No,Low
49.09,250.0,16.9,8.32,28.8,63.62,No,Medium
29.67,469.38,12.57,1.34,25.53,66.07,No,Low
36.07,516.65,16.15,9.99,24.21,68.01,No,Low
35.88,489.13,27.98,17.28,37.55,71.54,Yes,High
25.07,379.56,21.46,8.16,31.31,62.49,No,Medium
36.46,370.96,22.01,0.03,32.93,67.7,No,Medium
9.03,444.41,22.23,8.15,29.31,46.33,No,Medium
30.18,481.58,13.46,1.93,31.45,62.46,No,Low
34.3,460.25,18.19,12.32,34.66,52.85,No,Low
34.88,504.01,4.15,10.62,25.02,41.55,No,Low
35.17,298.11,27.69,7.15,31.32,52.36,Yes,Medium
38.76,377.22,0.0,6.34,33.48,64.04,No,Low
49.59,306.0,14.13,6.94,37.72,66.54,No,Medium
57.49,361.39,26.41,8.04,39.74,40.97,Yes,Medium
27.0,501.52,1.36,4.14,30.35,45.93,No,Low
15.94,410.8,19.0,1.06,35.69,70.87,No,Low
19.16,660.69,8.19,13.69,16.65,67.62,No,Low
30.26,419.34,11.31,6.07,37.76,73.31,No,Low
32.96,405.97,24.46,8.84,26.37,80.52,No,Medium
24.6,410.62,16.98,9.43,28.79,68.07,No,Low
14.08,336.22,0.0,9.61,32.21,53.78,No,Low
30.88,394.22,5.24,2.13,29.23,61.72,No,Low
43.63,512.78,24.75,0.0,30.98,84.9,No,Medium
51.9,411.4,19.49,5.06,37.94,100.0,Yes,Medium
28.85,320.65,32.48,9.98,28.08,66.95,Yes,Medium
31.74,307.49,31.83,4.36,24.57,68.03,Yes,Medium
21.47,354.98,11.58,6.23,39.07,70.89,No,Low
39.37,407.39,40.03,18.64,32.63,60.36,Yes,High
23.03,519.36,15.24,0.0,39.61,77.46,No,Low
51.46,265.95,5.37,4.22,34.32,75.12,Yes,Medium
4.28,368.02,8.66,17.48,23.38,65.32,No,High
32.81,414.43,0.0,7.78,33.23,55.23,No,Low
46.02,250.0,31.07,4.47,25.08,37.19,Yes,Medium
43.68,316.64,30.95,13.84,30.04,70.99,Yes,Medium
93.86,332.01,4.84,8.28,29.62,63.19,Yes,High
47.0,320.4,12.72,6.26,21.91,48.93,No,Medium
19.92,419.19,15.96,8.96,25.94,43.05,No,Low
38.09,383.94,5.4,4.71,41.03,69.92,No,Low
4.48,344.47,0.0,2.91,31.19,35.98,No,Low
38.39,442.8,12.9,7.43,29.12,64.49,No,Low
23.34,572.31,11.79,2.95,39.06,72.65,No,Low
58.31,563.93,11.12,8.05,28.02,68.25,Yes,Medium
29.01,250.0,17.23,9.77,29.54,54.14,No,Low
37.66,457.71,29.3,12.27,34.95,41.26,Yes,Medium
27.29,382.2,11.97,13.64,28.0,68.81,No,Low
74.78,415.52,16.7,5.97,26.27,78.01,Yes,High
33.58,360.17,22.27,10.5,18.73,51.41,No,Medium
76.65,411.76,20.54,10.46,25.32,67.6,Yes,High
56.28,415.14,8.86,9.64,25.27,83.72,Yes,Medium
49.64,342.1,15.96,5.6,30.79,65.08,No,Medium
